week,team,opponent,home_away,goals,goals_conceded,xg,xg_conceded,home,away,home_goals,away_goals,home_xg,away_xg,score,result,points,adj_goals,xg_result,xg_points,xg_diff,cumulative_points,cumulative_xg_points,cumulative_xg_diff,points_vs_xg_points,cumulative_xg_goals,cumulative_xg_conceded,xg_goal_diff,position,xg_score,result_changed
3,Manchester City,West Ham,Away,3,1,3,0.7,West Ham,Manchester City,1,3,0.7,3,      1-3,Win,3,3,Win,3,0,9,9,1.9000000000000001,0,7.1,2,5.1,1,      1-3,0
4,Manchester City,Brentford,Home,2,1,2.1,1,Manchester City,Brentford,2,1,2.1,1,      2-1,Win,3,2,Win,3,-0.1,12,12,1.8,0,9.2,3,6.199999999999999,1,      2-1,0
5,Manchester City,Arsenal,Home,2,2,2.1,0.7,Manchester City,Arsenal,2,2,2.1,0.7,      2-2,Draw,1,2,Draw,1,-0.1,13,13,1.7,0,11.3,3.7,7.6000000000000005,1,      2-2,0
6,Manchester City,Newcastle Utd,Away,1,1,0.9,1.6,Newcastle Utd,Manchester City,1,1,1.6,0.9,      1-1,Draw,1,1,Draw,1,0.1,14,14,1.7999999999999998,0,12.2,5.3,6.8999999999999995,2,      1-1,0
7,Manchester City,Fulham,Home,3,2,1.6,2.6,Manchester City,Fulham,3,2,1.6,2.6,      3-2,Win,3,3,Win,3,1.4,17,17,3.1999999999999997,0,13.8,7.9,5.9,2,      3-2,0
8,Manchester City,Wolves,Away,2,1,1.6,0.8,Wolves,Manchester City,1,2,0.8,1.6,      1-2,Win,3,2,Win,3,0.3999999999999999,20,20,3.5999999999999996,0,15.4,8.700000000000001,6.699999999999999,2,      1-2,0
9,Manchester City,Southampton,Home,1,0,2.9,0.2,Manchester City,Southampton,1,0,2.9,0.2,      1-0,Win,3,3,Win,3,-1.9,23,23,1.6999999999999997,0,18.3,8.9,9.4,1,      3-0,0
10,Manchester City,Bournemouth,Away,1,2,1.6,2,Bournemouth,Manchester City,2,1,2,1.6,      2-1,Loss,0,2,Draw,1,-0.6,23,24,1.0999999999999996,-1,19.9,10.9,8.999999999999998,2,      2-2,1
11,Manchester City,Brighton,Away,1,2,2.1,2.3,Brighton,Manchester City,2,1,2.3,2.1,      2-1,Loss,0,2,Draw,1,-1.1,23,25,-4.44E-16,-2,22,13.2,8.8,2,      2-2,1
12,Manchester City,Tottenham,Home,0,4,2.1,2.5,Manchester City,Tottenham,0,4,2.1,2.5,      0-4,Loss,0,2,Loss,0,-2.1,23,25,-2.1,-2,24.1,15.7,8.400000000000002,2,      2-4,0
13,Manchester City,Liverpool,Away,0,2,0.8,3.4,Liverpool,Manchester City,2,0,3.4,0.8,      2-0,Loss,0,1,Loss,0,-0.8,23,25,-2.9,-2,24.9,19.1,5.799999999999997,5,      2-1,0
14,Manchester City,Forest,Home,3,0,2.4,1,Manchester City,Forest,3,0,2.4,1,      3-0,Win,3,3,Win,3,0.6000000000000001,26,28,-2.3,-2,27.3,20.1,7.199999999999999,4,      3-0,0
15,Manchester City,Crystal Palace,Away,2,2,1.4,1.3,Crystal Palace,Manchester City,2,2,1.3,1.4,      2-2,Draw,1,2,Draw,1,0.6000000000000001,27,29,-1.7,-2,28.7,21.4,7.300000000000001,4,      2-2,0
16,Manchester City,Manchester Utd,Home,1,2,0.9,2.1,Manchester City,Manchester Utd,1,2,0.9,2.1,      1-2,Loss,0,1,Loss,0,0.1,27,29,-1.6,-2,29.6,23.5,6.100000000000001,5,      1-2,0
17,Manchester City,Aston Villa,Away,1,2,1,1.6,Aston Villa,Manchester City,2,1,1.6,1,      2-1,Loss,0,1,Loss,0,0,27,29,-1.6,-2,30.6,25.1,5.5,7,      2-1,0
18,Manchester City,Everton,Home,1,1,2.1,0.7,Manchester City,Everton,1,1,2.1,0.7,      1-1,Draw,1,2,Win,3,-1.1,28,32,-2.7,-4,32.7,25.8,6.900000000000002,7,      2-1,1
19,Manchester City,Leicester City,Away,2,0,1.3,1.3,Leicester City,Manchester City,0,2,1.3,1.3,      0-2,Win,3,2,Win,3,0.7,31,35,-2,-4,34,27.1,6.899999999999999,6,      0-2,0
20,Manchester City,West Ham,Home,4,1,1.9,1.4,Manchester City,West Ham,4,1,1.9,1.4,      4-1,Win,3,4,Win,3,2.1,34,38,0.1,-4,35.9,28.5,7.399999999999999,6,      4-1,0
21,Manchester City,Brentford,Away,2,2,2.2,2.5,Brentford,Manchester City,2,2,2.5,2.2,      2-2,Draw,1,2,Draw,1,-0.2,35,39,-0.1,-4,38.1,31,7.100000000000001,6,      2-2,0
22,Manchester City,Ipswich Town,Away,6,0,3,0.5,Ipswich Town,Manchester City,0,6,0.5,3,      0-6,Win,3,6,Win,3,3,38,42,2.8999999999999995,-4,41.1,31.5,9.600000000000001,5,      0-6,0
23,Manchester City,Chelsea,Home,3,1,2.2,1.8,Manchester City,Chelsea,3,1,2.2,1.8,      3-1,Win,3,3,Win,3,0.7999999999999998,41,45,3.6999999999999993,-4,43.3,33.3,10,4,      3-1,0
24,Manchester City,Arsenal,Away,1,5,0.8,1,Arsenal,Manchester City,5,1,1,0.8,      5-1,Loss,0,1,Loss,0,0.19999999999999996,41,45,3.8999999999999995,-4,44.1,34.3,9.800000000000004,5,      5-1,0
25,Manchester City,Newcastle Utd,Home,4,0,1.9,0.5,Manchester City,Newcastle Utd,4,0,1.9,0.5,      4-0,Win,3,4,Win,3,2.1,44,48,5.999999999999999,-4,46,34.8,11.200000000000003,4,      4-0,0
26,Manchester City,Liverpool,Home,0,2,0.6,0.7,Manchester City,Liverpool,0,2,0.6,0.7,      0-2,Loss,0,1,Loss,0,-0.6,44,48,5.3999999999999995,-4,46.6,35.5,11.100000000000001,4,      1-2,0
27,Manchester City,Tottenham,Away,1,0,2.1,1.3,Tottenham,Manchester City,0,1,1.3,2.1,      0-1,Win,3,2,Win,3,-1.1,47,51,4.299999999999999,-4,48.7,36.8,11.900000000000006,4,      0-2,0
28,Manchester City,Forest,Away,0,1,0.9,0.7,Forest,Manchester City,1,0,0.7,0.9,      1-0,Loss,0,1,Draw,1,-0.9,47,52,3.399999999999999,-5,49.6,37.5,12.100000000000001,5,      1-1,1
29,Manchester City,Brighton,Home,2,2,1.7,2,Manchester City,Brighton,2,2,1.7,2,      2-2,Draw,1,2,Draw,1,0.30000000000000004,48,53,3.699999999999999,-5,51.3,39.5,11.799999999999997,6,      2-2,0
30,Manchester City,Leicester City,Home,2,0,2.2,0.1,Manchester City,Leicester City,2,0,2.2,0.1,      2-0,Win,3,2,Win,3,-0.2,51,56,3.4999999999999987,-5,53.5,39.6,13.899999999999999,6,      2-0,0
31,Manchester City,Manchester Utd,Away,0,0,0.5,0.9,Manchester Utd,Manchester City,0,0,0.9,0.5,      0-0,Draw,1,1,Win,3,-0.5,52,59,2.9999999999999987,-7,54,40.5,13.5,6,      0-1,1
32,Manchester City,Crystal Palace,Home,5,2,3.7,1.8,Manchester City,Crystal Palace,5,2,3.7,1.8,      5-2,Win,3,5,Win,3,1.2999999999999998,55,62,4.299999999999999,-7,57.7,42.3,15.400000000000006,5,      5-2,0
33,Manchester City,Everton,Away,2,0,2,0.9,Everton,Manchester City,0,2,0.9,2,      0-2,Win,3,2,Win,3,0,58,65,4.299999999999999,-7,59.7,43.2,16.5,5,      0-2,0
34,Manchester City,Aston Villa,Home,2,1,1.3,1.8,Manchester City,Aston Villa,2,1,1.3,1.8,      2-1,Win,3,2,Win,3,0.7,61,68,4.999999999999998,-7,61,45,16,4,      2-1,0
35,Manchester City,Wolves,Home,1,0,0.7,0.4,Manchester City,Wolves,1,0,0.7,0.4,      1-0,Win,3,1,Win,3,0.30000000000000004,64,71,5.299999999999999,-7,61.7,45.4,16.300000000000004,3,      1-0,0
36,Manchester City,Southampton,Away,0,0,1.7,0.1,Southampton,Manchester City,0,0,0.1,1.7,      0-0,Draw,1,2,Win,3,-1.7,65,74,3.5999999999999988,-9,63.4,45.5,17.9,4,      0-2,1
37,Manchester City,Bournemouth,Home,3,1,1.5,1.1,Manchester City,Bournemouth,3,1,1.5,1.1,      3-1,Win,3,3,Win,3,1.5,68,77,5.099999999999999,-9,64.9,46.6,18.300000000000004,3,      3-1,0
38,Manchester City,Fulham,Away,2,0,3,1.3,Fulham,Manchester City,0,2,1.3,3,      0-2,Win,3,3,Win,3,-1,71,80,4.099999999999999,-9,67.9,47.9,20.000000000000007,3,      0-3,0
1,Manchester Utd,Fulham,Home,1,0,2.4,0.4,Manchester Utd,Fulham,1,0,2.4,0.4,      1-0,Win,3,2,Win,3,-1.4,3,3,-1.4,0,2.4,0.4,2,7,      2-0,0
2,Manchester Utd,Brighton,Away,1,2,1.4,2.1,Brighton,Manchester Utd,2,1,2.1,1.4,      2-1,Loss,0,1,Loss,0,-0.4,3,3,-1.8,0,3.8,2.5,1.2999999999999998,10,      2-1,0
3,Manchester Utd,Liverpool,Home,0,3,1.4,1.8,Manchester Utd,Liverpool,0,3,1.4,1.8,      0-3,Loss,0,1,Loss,0,-1.4,3,3,-3.2,0,5.199999999999999,4.3,0.8999999999999995,14,      1-3,0
4,Manchester Utd,Southampton,Away,3,0,2.6,1.1,Southampton,Manchester Utd,0,3,1.1,2.6,      0-3,Win,3,3,Win,3,0.3999999999999999,6,6,-2.8,0,7.8,5.4,2.3999999999999995,10,      0-3,0
5,Manchester Utd,Crystal Palace,Away,0,0,1.6,1,Crystal Palace,Manchester Utd,0,0,1,1.6,      0-0,Draw,1,2,Win,3,-1.6,7,9,-4.4,-2,9.4,6.4,3,11,      0-2,1
6,Manchester Utd,Tottenham,Home,0,3,1,4.4,Manchester Utd,Tottenham,0,3,1,4.4,      0-3,Loss,0,1,Loss,0,-1,7,9,-5.4,-2,10.4,10.8,-0.4,13,      1-3,0
7,Manchester Utd,Aston Villa,Away,0,0,0.6,0.5,Aston Villa,Manchester Utd,0,0,0.5,0.6,      0-0,Draw,1,1,Win,3,-0.6,8,12,-6,-4,11,11.3,-0.3,14,      0-1,1
8,Manchester Utd,Brentford,Home,2,1,1.3,0.9,Manchester Utd,Brentford,2,1,1.3,0.9,      2-1,Win,3,2,Win,3,0.7,11,15,-5.3,-4,12.3,12.200000000000001,0.1,12,      2-1,0
9,Manchester Utd,West Ham,Away,1,2,2.3,2.8,West Ham,Manchester Utd,2,1,2.8,2.3,      2-1,Loss,0,2,Draw,1,-1.3,11,16,-6.6,-5,14.6,15,-0.4,14,      2-2,1
10,Manchester Utd,Chelsea,Home,1,1,2,1.1,Manchester Utd,Chelsea,1,1,2,1.1,      1-1,Draw,1,2,Win,3,-1,12,19,-7.6,-7,16.6,16.1,0.5,13,      2-1,1
11,Manchester Utd,Leicester City,Home,3,0,0.8,0.6,Manchester Utd,Leicester City,3,0,0.8,0.6,      3-0,Win,3,3,Win,3,2.2,15,22,-5.4,-7,17.4,16.7,0.6999999999999993,13,      3-0,0
12,Manchester Utd,Ipswich Town,Away,1,1,0.8,1.6,Ipswich Town,Manchester Utd,1,1,1.6,0.8,      1-1,Draw,1,1,Draw,1,0.19999999999999996,16,23,-5.2,-7,18.2,18.3,-0.1,12,      1-1,0
13,Manchester Utd,Everton,Home,4,0,1.1,0.6,Manchester Utd,Everton,4,0,1.1,0.6,      4-0,Win,3,4,Win,3,2.9,19,26,-2.3,-7,19.3,18.900000000000002,0.3999999999999986,9,      4-0,0
14,Manchester Utd,Arsenal,Away,0,2,0.2,2.1,Arsenal,Manchester Utd,2,0,2.1,0.2,      2-0,Loss,0,0,Loss,0,-0.2,19,26,-2.5,-7,19.5,21,-1.5,13,      2-0,0
15,Manchester Utd,Forest,Home,2,3,1.6,0.8,Manchester Utd,Forest,2,3,1.6,0.8,      2-3,Loss,0,2,Loss,0,0.3999999999999999,19,26,-2.1,-7,21.1,21.8,-0.7,13,      2-3,0
16,Manchester Utd,Manchester City,Away,2,1,2.1,0.9,Manchester City,Manchester Utd,1,2,0.9,2.1,      1-2,Win,3,2,Win,3,-0.1,22,29,-2.2,-7,23.2,22.7,0.5,13,      1-2,0
17,Manchester Utd,Bournemouth,Home,0,3,2.2,1.6,Manchester Utd,Bournemouth,0,3,2.2,1.6,      0-3,Loss,0,2,Loss,0,-2.2,22,29,-4.4,-7,25.4,24.3,1.0999999999999979,13,      2-3,0
18,Manchester Utd,Wolves,Away,0,2,0.4,0.9,Wolves,Manchester Utd,2,0,0.9,0.4,      2-0,Loss,0,0,Loss,0,-0.4,22,29,-4.8,-7,25.8,25.200000000000003,0.5999999999999979,14,      2-0,0
19,Manchester Utd,Newcastle Utd,Home,0,2,0.8,1.9,Manchester Utd,Newcastle Utd,0,2,0.8,1.9,      0-2,Loss,0,1,Loss,0,-0.8,22,29,-5.6,-7,26.6,27.1,-0.5,14,      1-2,0
20,Manchester Utd,Liverpool,Away,2,2,1,2.7,Liverpool,Manchester Utd,2,2,2.7,1,      2-2,Draw,1,2,Draw,1,1,23,30,-4.6,-7,27.6,29.8,-2.2,13,      2-2,0
21,Manchester Utd,Southampton,Home,3,1,3.4,1.4,Manchester Utd,Southampton,3,1,3.4,1.4,      3-1,Win,3,3,Win,3,-0.4,26,33,-5,-7,31,31.200000000000003,-0.2,12,      3-1,0
22,Manchester Utd,Brighton,Home,1,3,1.5,1.9,Manchester Utd,Brighton,1,3,1.5,1.9,      1-3,Loss,0,2,Loss,0,-0.5,26,33,-5.5,-7,32.5,33.1,-0.6,13,      2-3,0
23,Manchester Utd,Fulham,Away,1,0,0.3,0.7,Fulham,Manchester Utd,0,1,0.7,0.3,      0-1,Win,3,1,Win,3,0.7,29,36,-4.8,-7,32.8,33.800000000000004,-1,12,      0-1,0
24,Manchester Utd,Crystal Palace,Home,0,2,1.1,2.6,Manchester Utd,Crystal Palace,0,2,1.1,2.6,      0-2,Loss,0,1,Loss,0,-1.1,29,36,-5.9,-7,33.9,36.4,-2.5,13,      1-2,0
25,Manchester Utd,Tottenham,Away,0,1,1.5,2.2,Tottenham,Manchester Utd,1,0,2.2,1.5,      1-0,Loss,0,2,Win,3,-1.5,29,39,-7.4,-10,35.4,38.6,-3.2,15,      1-2,1
26,Manchester Utd,Everton,Away,2,2,0.4,1.6,Everton,Manchester Utd,2,2,1.6,0.4,      2-2,Draw,1,2,Draw,1,1.6,30,40,-5.8,-10,35.8,40.2,-4.4,15,      2-2,0
27,Manchester Utd,Ipswich Town,Home,3,2,0.7,1.4,Manchester Utd,Ipswich Town,3,2,0.7,1.4,      3-2,Win,3,3,Win,3,2.3,33,43,-3.5,-10,36.5,41.6,-5.1,14,      3-2,0
28,Manchester Utd,Arsenal,Home,1,1,1.5,1.6,Manchester Utd,Arsenal,1,1,1.5,1.6,      1-1,Draw,1,2,Win,3,-0.5,34,46,-4,-12,38,43.2,-5.2,14,      2-1,1
29,Manchester Utd,Leicester City,Away,3,0,0.9,1,Leicester City,Manchester Utd,0,3,1,0.9,      0-3,Win,3,3,Win,3,2.1,37,49,-1.9,-12,38.9,44.2,-5.3,13,      0-3,0
30,Manchester Utd,Forest,Away,0,1,1.6,0.5,Forest,Manchester Utd,1,0,0.5,1.6,      1-0,Loss,0,2,Win,3,-1.6,37,52,-3.5,-15,40.5,44.7,-4.2,13,      1-2,1
31,Manchester Utd,Manchester City,Home,0,0,0.9,0.5,Manchester Utd,Manchester City,0,0,0.9,0.5,      0-0,Draw,1,1,Win,3,-0.9,38,55,-4.4,-17,41.4,45.2,-3.8,13,      1-0,1
32,Manchester Utd,Newcastle Utd,Away,1,4,0.7,2.2,Newcastle Utd,Manchester Utd,4,1,2.2,0.7,      4-1,Loss,0,1,Loss,0,0.30000000000000004,38,55,-4.1,-17,42.1,47.4,-5.3,14,      4-1,0
33,Manchester Utd,Wolves,Home,0,1,1.3,0.2,Manchester Utd,Wolves,0,1,1.3,0.2,      0-1,Loss,0,1,Draw,1,-1.3,38,56,-5.4,-18,43.4,47.6,-4.2,14,      1-1,1
34,Manchester Utd,Bournemouth,Away,1,1,2.3,0.5,Bournemouth,Manchester Utd,1,1,0.5,2.3,      1-1,Draw,1,2,Win,3,-1.3,39,59,-6.7,-20,45.7,48.1,-2.4,14,      1-2,1
35,Manchester Utd,Brentford,Away,3,4,1.5,2.8,Brentford,Manchester Utd,4,3,2.8,1.5,      4-3,Loss,0,3,Loss,0,1.5,39,59,-5.2,-20,47.2,50.9,-3.7,15,      4-3,0
36,Manchester Utd,West Ham,Home,0,2,2.1,1.7,Manchester Utd,West Ham,0,2,2.1,1.7,      0-2,Loss,0,2,Draw,1,-2.1,39,60,-7.3,-21,49.3,52.6,-3.3,16,      2-2,1
37,Manchester Utd,Chelsea,Away,0,1,0.3,0.8,Chelsea,Manchester Utd,1,0,0.8,0.3,      1-0,Loss,0,0,Loss,0,-0.3,39,60,-7.6,-21,49.6,53.4,-3.8,16,      1-0,0
38,Manchester Utd,Aston Villa,Home,2,0,2.9,0.4,Manchester Utd,Aston Villa,2,0,2.9,0.4,      2-0,Win,3,3,Win,3,-0.9,42,63,-8.5,-21,52.5,53.800000000000004,-1.3,15,      3-0,0
1,Newcastle Utd,Southampton,Home,1,0,0.3,1.8,Newcastle Utd,Southampton,1,0,0.3,1.8,      1-0,Win,3,1,Win,3,0.7,3,3,0.7,0,0.3,1.8,-1.5,7,      1-0,0
2,Newcastle Utd,Bournemouth,Away,1,1,1.6,2.2,Bournemouth,Newcastle Utd,1,1,2.2,1.6,      1-1,Draw,1,2,Win,3,-0.6,4,6,0.1,-2,1.9000000000000001,4,-2.1,6,      1-2,1
3,Newcastle Utd,Tottenham,Home,2,1,1.8,1.2,Newcastle Utd,Tottenham,2,1,1.8,1.2,      2-1,Win,3,2,Win,3,0.19999999999999996,7,9,0.2999999999999998,-2,3.7,5.2,-1.5,5,      2-1,0
4,Newcastle Utd,Wolves,Away,2,1,1.5,1.2,Wolves,Newcastle Utd,1,2,1.2,1.5,      1-2,Win,3,2,Win,3,0.5,10,12,0.7999999999999998,-2,5.2,6.4,-1.2,3,      1-2,0
5,Newcastle Utd,Fulham,Away,1,3,1.5,2.2,Fulham,Newcastle Utd,3,1,2.2,1.5,      3-1,Loss,0,2,Loss,0,-0.5,10,12,0.2999999999999998,-2,6.7,8.6,-1.9,6,      3-2,0
6,Newcastle Utd,Manchester City,Home,1,1,1.6,0.9,Newcastle Utd,Manchester City,1,1,1.6,0.9,      1-1,Draw,1,2,Win,3,-0.6,11,15,-0.3,-4,8.3,9.5,-1.2,7,      2-1,1
7,Newcastle Utd,Everton,Away,0,0,2.1,0.7,Everton,Newcastle Utd,0,0,0.7,2.1,      0-0,Draw,1,2,Win,3,-2.1,12,18,-2.4,-6,10.4,10.2,0.20000000000000107,7,      0-2,1
8,Newcastle Utd,Brighton,Home,0,1,2,1.1,Newcastle Utd,Brighton,0,1,2,1.1,      0-1,Loss,0,2,Win,3,-2,12,21,-4.4,-9,12.4,11.3,1.0999999999999996,9,      2-1,1
9,Newcastle Utd,Chelsea,Away,1,2,1.8,1.6,Chelsea,Newcastle Utd,2,1,1.6,1.8,      2-1,Loss,0,2,Draw,1,-0.8,12,22,-5.2,-10,14.200000000000001,12.9,1.3000000000000007,12,      2-2,1
10,Newcastle Utd,Arsenal,Home,1,0,0.5,1.1,Newcastle Utd,Arsenal,1,0,0.5,1.1,      1-0,Win,3,1,Win,3,0.5,15,25,-4.7,-10,14.700000000000001,14,0.7000000000000011,11,      1-0,0
11,Newcastle Utd,Forest,Away,3,1,1.6,0.6,Forest,Newcastle Utd,1,3,0.6,1.6,      1-3,Win,3,3,Win,3,1.4,18,28,-3.3,-10,16.3,14.6,1.700000000000001,8,      1-3,0
12,Newcastle Utd,West Ham,Home,0,2,1.6,0.9,Newcastle Utd,West Ham,0,2,1.6,0.9,      0-2,Loss,0,2,Draw,1,-1.6,18,29,-4.9,-11,17.900000000000002,15.5,2.400000000000002,10,      2-2,1
13,Newcastle Utd,Crystal Palace,Away,1,1,0,1.7,Crystal Palace,Newcastle Utd,1,1,1.7,0,      1-1,Draw,1,1,Draw,1,1,19,30,-3.9,-11,17.900000000000002,17.2,0.7000000000000028,11,      1-1,0
14,Newcastle Utd,Liverpool,Home,3,3,2.1,1.9,Newcastle Utd,Liverpool,3,3,2.1,1.9,      3-3,Draw,1,3,Draw,1,0.8999999999999999,20,31,-3,-11,20,19.1,0.8999999999999986,12,      3-3,0
15,Newcastle Utd,Brentford,Away,2,4,1.5,1.2,Brentford,Newcastle Utd,4,2,1.2,1.5,      4-2,Loss,0,2,Loss,0,0.5,20,31,-2.5,-11,21.5,20.3,1.1999999999999993,12,      4-2,0
16,Newcastle Utd,Leicester City,Home,4,0,3.8,0.2,Newcastle Utd,Leicester City,4,0,3.8,0.2,      4-0,Win,3,4,Win,3,0.20000000000000018,23,34,-2.3,-11,25.3,20.5,4.800000000000001,12,      4-0,0
17,Newcastle Utd,Ipswich Town,Away,4,0,2.3,0.7,Ipswich Town,Newcastle Utd,0,4,0.7,2.3,      0-4,Win,3,4,Win,3,1.7000000000000002,26,37,-0.6,-11,27.6,21.2,6.400000000000002,8,      0-4,0
18,Newcastle Utd,Aston Villa,Home,3,0,2.7,0.3,Newcastle Utd,Aston Villa,3,0,2.7,0.3,      3-0,Win,3,3,Win,3,0.2999999999999998,29,40,-0.3,-11,30.3,21.5,8.8,5,      3-0,0
19,Newcastle Utd,Manchester Utd,Away,2,0,1.9,0.8,Manchester Utd,Newcastle Utd,0,2,0.8,1.9,      0-2,Win,3,2,Win,3,0.10000000000000009,32,43,-0.2,-11,32.2,22.3,9.900000000000002,5,      0-2,0
20,Newcastle Utd,Tottenham,Away,2,1,2.5,0.9,Tottenham,Newcastle Utd,1,2,0.9,2.5,      1-2,Win,3,3,Win,3,-0.5,35,46,-0.7,-11,34.7,23.2,11.500000000000004,5,      1-3,0
21,Newcastle Utd,Wolves,Home,3,0,2.1,1.6,Newcastle Utd,Wolves,3,0,2.1,1.6,      3-0,Win,3,3,Win,3,0.8999999999999999,38,49,0.1999999999999995,-11,36.8,24.8,11.999999999999996,4,      3-0,0
22,Newcastle Utd,Bournemouth,Home,1,4,0.8,2,Newcastle Utd,Bournemouth,1,4,0.8,2,      1-4,Loss,0,1,Loss,0,0.19999999999999996,38,49,0.39999999999999947,-11,37.6,26.8,10.8,6,      1-4,0
23,Newcastle Utd,Southampton,Away,3,1,2.9,0.8,Southampton,Newcastle Utd,1,3,0.8,2.9,      1-3,Win,3,3,Win,3,0.10000000000000009,41,52,0.49999999999999956,-11,40.5,27.6,12.899999999999999,5,      1-3,0
24,Newcastle Utd,Fulham,Home,1,2,0.8,1.6,Newcastle Utd,Fulham,1,2,0.8,1.6,      1-2,Loss,0,1,Loss,0,0.19999999999999996,41,52,0.6999999999999995,-11,41.300000000000004,29.2,12.100000000000005,6,      1-2,0
25,Newcastle Utd,Manchester City,Away,0,4,0.5,1.9,Manchester City,Newcastle Utd,4,0,1.9,0.5,      4-0,Loss,0,1,Loss,0,-0.5,41,52,0.1999999999999995,-11,41.800000000000004,31.1,10.700000000000003,7,      4-1,0
26,Newcastle Utd,Forest,Home,4,3,2.9,1.7,Newcastle Utd,Forest,4,3,2.9,1.7,      4-3,Win,3,4,Win,3,1.1,44,55,1.2999999999999996,-11,44.7,32.8,11.900000000000006,5,      4-3,0
27,Newcastle Utd,Liverpool,Away,0,2,0.2,1.7,Liverpool,Newcastle Utd,2,0,1.7,0.2,      2-0,Loss,0,0,Loss,0,-0.2,44,55,1.0999999999999996,-11,44.9,34.5,10.399999999999999,6,      2-0,0
28,Newcastle Utd,West Ham,Away,1,0,1.4,0.7,West Ham,Newcastle Utd,0,1,0.7,1.4,      0-1,Win,3,1,Win,3,-0.4,47,58,0.6999999999999997,-11,46.300000000000004,35.2,11.100000000000001,6,      0-1,0
29,Newcastle Utd,Crystal Palace,Home,5,0,1.5,2,Newcastle Utd,Crystal Palace,5,0,1.5,2,      5-0,Win,3,5,Win,3,3.5,50,61,4.199999999999999,-11,47.800000000000004,37.2,10.600000000000001,4,      5-0,0
30,Newcastle Utd,Brentford,Home,2,1,1.3,1.5,Newcastle Utd,Brentford,2,1,1.3,1.5,      2-1,Win,3,2,Win,3,0.7,53,64,4.8999999999999995,-11,49.1,38.7,10.399999999999999,4,      2-1,0
31,Newcastle Utd,Leicester City,Away,3,0,3.2,0.5,Leicester City,Newcastle Utd,0,3,0.5,3.2,      0-3,Win,3,3,Win,3,-0.2,56,67,4.699999999999999,-11,52.300000000000004,39.2,13.100000000000001,4,      0-3,0
32,Newcastle Utd,Manchester Utd,Home,4,1,2.2,0.7,Newcastle Utd,Manchester Utd,4,1,2.2,0.7,      4-1,Win,3,4,Win,3,1.7999999999999998,59,70,6.499999999999999,-11,54.5,39.9,14.600000000000001,3,      4-1,0
33,Newcastle Utd,Aston Villa,Away,1,4,1,2.2,Aston Villa,Newcastle Utd,4,1,2.2,1,      4-1,Loss,0,1,Loss,0,0,59,70,6.499999999999999,-11,55.5,42.1,13.399999999999999,4,      4-1,0
34,Newcastle Utd,Ipswich Town,Home,3,0,2.4,0.1,Newcastle Utd,Ipswich Town,3,0,2.4,0.1,      3-0,Win,3,3,Win,3,0.6000000000000001,62,73,7.1,-11,57.9,42.2,15.699999999999996,3,      3-0,0
35,Newcastle Utd,Brighton,Away,1,1,1.7,0.7,Brighton,Newcastle Utd,1,1,0.7,1.7,      1-1,Draw,1,2,Win,3,-0.7,63,76,6.3999999999999995,-13,59.6,42.9,16.700000000000003,4,      1-2,1
36,Newcastle Utd,Chelsea,Home,2,0,1.6,0.7,Newcastle Utd,Chelsea,2,0,1.6,0.7,      2-0,Win,3,2,Win,3,0.3999999999999999,66,79,6.799999999999999,-13,61.2,43.6,17.6,3,      2-0,0
37,Newcastle Utd,Arsenal,Away,0,1,1.5,0.6,Arsenal,Newcastle Utd,1,0,0.6,1.5,      1-0,Loss,0,2,Win,3,-1.5,66,82,5.299999999999999,-16,62.7,44.2,18.5,4,      1-2,1
38,Newcastle Utd,Everton,Home,0,1,1.2,1.2,Newcastle Utd,Everton,0,1,1.2,1.2,      0-1,Loss,0,1,Draw,1,-1.2,66,83,4.1,-17,63.9,45.4,18.5,5,      1-1,1
1,Southampton,Newcastle Utd,Away,0,1,1.8,0.3,Newcastle Utd,Southampton,1,0,0.3,1.8,      1-0,Loss,0,2,Win,3,-1.8,0,3,-1.8,-3,1.8,0.3,1.5,15,      1-2,1
2,Southampton,Forest,Home,0,1,0.1,2.2,Southampton,Forest,0,1,0.1,2.2,      0-1,Loss,0,0,Loss,0,-0.1,0,3,-1.9,-3,1.9000000000000001,2.5,-0.6,16,      0-1,0
3,Southampton,Brentford,Away,1,3,1.5,2.8,Brentford,Southampton,3,1,2.8,1.5,      3-1,Loss,0,2,Loss,0,-0.5,0,3,-2.4,-3,3.4000000000000004,5.3,-1.9,19,      3-2,0
4,Southampton,Manchester Utd,Home,0,3,1.1,2.6,Southampton,Manchester Utd,0,3,1.1,2.6,      0-3,Loss,0,1,Loss,0,-1.1,0,3,-3.5,-3,4.5,7.9,-3.4,19,      1-3,0
